24/01/2020 18:26:45
691.138274719293 272.911949945919 18:26:45
688.716729432129 274.081709700503 18:26:45
688.340902956309 274.401279324388 18:26:45
687.785045900505 274.912992759831 18:26:45
687.763679815369 275.147670656737 18:26:45
688.284657222152 278.612561272375 18:26:45
689.545184911631 279.734503119572 18:26:45
689.745277933794 279.960084132853 18:26:45
688.286948237187 279.160391586408 18:26:45
688.592389944866 279.673043714415 18:26:45
688.716580365733 279.888520071878 18:26:45
688.052395550398 281.123150448452 18:26:45
688.551262972892 281.122160807094 18:26:45
688.131482096614 280.781496176459 18:26:45
687.772410629219 279.722872899017 18:26:45
687.569734414515 279.647704375346 18:26:45
687.476429384267 280.089058328774 18:26:45
687.165707014219 280.35294340412 18:26:45
687.164384378661 280.437849273587 18:26:45
686.990150270878 280.147730246275 18:26:45
687.07885998991 279.470911414807 18:26:45
686.57152838407 279.324687350682 18:26:45
685.70189952163 279.480024443749 18:26:45
685.643549383242 280.097333891271 18:26:45
686.043868330802 279.533255996281 18:26:45
686.552501796771 278.870458394556 18:26:45
685.913431350744 279.013481870413 18:26:45
684.863371967041 279.783471335257 18:26:45
684.208205827613 280.778032253087 18:26:45
683.550617281853 280.631377370966 18:26:45
682.042484344466 280.916547271445 18:26:45
681.262515866085 280.595161587501 18:26:45
681.165059690419 280.363452791998 18:26:45
681.094745631976 280.417592049369 18:26:45
682.868653254067 280.161363600576 18:26:45
682.653289652649 279.721115910398 18:26:45
681.309778682589 278.911080448147 18:26:45
680.428252109381 278.902018819598 18:26:45
677.864382910735 281.610911108486 18:26:45
678.288633972677 281.349955898662 18:26:45
677.734634304978 281.866462284341 18:26:45
677.508247529822 282.366499605553 18:26:45
677.513545067475 281.371202986482 18:26:45
677.506934079292 281.734289039095 18:26:45
677.526574912877 281.549664121658 18:26:45
677.870345606187 281.700206892616 18:26:45
678.051676446468 281.634120832277 18:26:45
678.955615076354 282.755459104773 18:26:45
679.124745181629 283.115123922363 18:26:45
679.103095755929 283.048875252283 18:26:45
679.316511524224 282.394033769897 18:26:45
680.334206445593 282.560828051613 18:26:45
681.035355632686 282.412514130272 18:26:45
681.295552015909 282.400893126678 18:26:45
680.706922232251 281.594593398472 18:26:45
680.904124476107 279.519239744591 18:26:45
680.800780231901 278.086156621405 18:26:45
681.480655364568 278.084031621621 18:26:45
682.996225504213 277.883258232522 18:26:45
682.989933865261 277.368512915039 18:26:45
683.393822375356 274.376823857602 18:26:45
682.188821967692 273.680266171948 18:26:45
681.744637211601 274.603835591928 18:26:45
682.185401607553 274.206845094439 18:26:45
682.797120887938 274.599253580447 18:26:46
683.172349870155 274.502089461526 18:26:46
683.904342347604 275.160891965071 18:26:46
684.920635938485 275.978489240222 18:26:46
685.600944140211 275.843656037108 18:26:46
685.823707529665 276.315047860741 18:26:46
685.898824113105 276.119230469611 18:26:46
685.662590206583 275.66935018243 18:26:46
685.650048236153 275.364855864514 18:26:46
685.148139502897 275.092736409008 18:26:46
685.602210234322 275.631182430267 18:26:46
686.052362393237 276.861251901798 18:26:46
686.087417497498 276.994532834798 18:26:46
694.127262677148 283.064908738876 18:26:46
692.389062848973 281.981172239149 18:26:46
703.855305046546 289.148023643158 18:26:46
875.173548229362 408.381241391503 18:26:46
915.832456415503 438.788363874717 18:26:46
925.849034191558 447.076628205672 18:26:46
935.963468061821 456.028473113862 18:26:46
944.228264745978 462.962649246778 18:26:46
956.260734288188 473.198171680142 18:26:46
960.527467202222 478.783839514718 18:26:46
962.478428869491 481.526265448305 18:26:46
962.629372320405 484.173279454751 18:26:46
962.68735792486 484.99323562311 18:26:46
961.319563556942 483.42167407214 18:26:46
961.222661854425 483.30295809377 18:26:46
961.324875615349 483.274144043789 18:26:46
961.661825314601 483.71898580234 18:26:46
962.534058736586 486.435197175788 18:26:46
962.702080782463 486.998606428795 18:26:46
963.372664953591 487.893784787718 18:26:46
963.8722512978 488.320903480798 18:26:46
964.287766791015 489.468751107516 18:26:46
964.621618473935 490.42767907897 18:26:46
964.559063163689 490.25827721266 18:26:46
964.564537203794 492.279689231384 18:26:46
965.626044033923 496.105488648309 18:26:46
967.808785323808 499.938600248315 18:26:46
971.391733350756 504.233642266107 18:26:46
973.539277014067 507.345985080075 18:26:46
976.254794839079 515.247243148126 18:26:46
978.360273555312 519.605130014581 18:26:46
980.669901499727 522.350493818102 18:26:46
983.038278277102 525.122646976994 18:26:46
983.953416084792 525.732758689897 18:26:46
984.139405023881 526.970546547422 18:26:46
984.069180596293 527.630443107839 18:26:46
984.198563596392 528.075606242734 18:26:46
983.91394880559 527.845924294931 18:26:46
983.165753029449 528.193683440769 18:26:46
982.890352305105 528.316019372051 18:26:46
982.366049912124 528.36443766662 18:26:46
982.025363367466 528.540854350338 18:26:46
981.279143541069 528.610383295676 18:26:46
979.461029070366 527.725430924592 18:26:46
979.458387818608 527.684687984206 18:26:46
978.566783328061 526.905991966044 18:26:46
956.622294516764 490.225214182716 18:26:46
954.426934031007 487.444485125378 18:26:46
953.081391582124 486.353098377317 18:26:46
952.49053111151 486.471013192678 18:26:46
951.266234748746 485.047698166777 18:26:46
950.443814444944 484.191313318567 18:26:46
949.608010201888 483.421348531477 18:26:46
948.554636058325 485.385032520309 18:26:46
947.862872657612 485.121356762656 18:26:46
947.802788764664 484.094718261732 18:26:46
949.008212119887 482.87270355003 18:26:46
949.173299202106 482.29629108715 18:26:46
948.972370846656 481.441033871035 18:26:46
949.287983544093 481.070069929669 18:26:46
947.165076737802 481.443893600225 18:26:46
946.79885006449 481.551031017951 18:26:46
946.123004744425 482.200324580709 18:26:46
945.748906307511 482.487520779099 18:26:46
945.122580338144 483.348786298013 18:26:46
945.017991933099 483.771042246144 18:26:46
945.664503296215 484.692649575768 18:26:46
945.436369000822 485.754420304551 18:26:46
945.626632750319 485.768865164208 18:26:46
945.038586765281 484.369570662666 18:26:46
944.911642417494 484.134500113588 18:26:46
944.230333873695 483.022351622646 18:26:46
944.173213440163 482.922519251843 18:26:46
943.878182630348 482.268646841483 18:26:46
945.609492373391 482.661144803698 18:26:46
946.498424533728 483.596996989238 18:26:46
946.863551560781 484.681041425751 18:26:46
946.120727468812 484.872286920583 18:26:47
944.937685040383 484.250242010082 18:26:47
945.038712376874 484.540937055843 18:26:47
945.16656224996 484.764236602665 18:26:47
945.050928959265 485.123512659481 18:26:47
945.29699878277 485.971090844568 18:26:47
945.673279179686 486.047930018549 18:26:47
945.391990383803 486.5359759309 18:26:47
945.778652120388 489.829524142596 18:26:47
945.593998190894 490.515947456985 18:26:47
946.667819033644 493.199280829936 18:26:47
946.156614331301 493.77444491955 18:26:47
946.704736673995 494.289203879243 18:26:47
961.488322353472 520.254536108161 18:26:47
961.583049203138 520.503708370099 18:26:47
962.663949993838 522.23575460062 18:26:47
963.656492270442 523.571194860381 18:26:47
964.76172482828 524.88648829971 18:26:47
969.889697887059 527.781720659645 18:26:47
971.435053247529 529.023549928661 18:26:47
972.392252505952 528.970441206205 18:26:47
971.606458769764 529.340351498805 18:26:47
970.727475298049 529.036209352176 18:26:47
970.486881658566 528.190472451378 18:26:47
970.568968244146 528.256289456773 18:26:47
966.396397857173 526.463015560853 18:26:47
967.7896437223 526.855274423885 18:26:47
983.334946505059 535.525517311388 18:26:47
982.30094861388 534.04141203654 18:26:47
984.993435447152 538.960698278529 18:26:47
1218.78159054791 486.326528675821 18:26:47
1217.78411860927 486.746176825109 18:26:47
1140.07740393545 520.455560426797 18:26:47
1164.18427446387 491.963052931711 18:26:47
1185.62472057886 477.371307525961 18:26:47
1179.46265934829 474.904475752365 18:26:47
1183.15673353112 474.414431325052 18:26:47
1190.73886131441 473.963624300518 18:26:47
1187.18970138688 471.994631276159 18:26:47
1180.45048847803 469.295209938589 18:26:47
1171.88811935877 466.124467170624 18:26:47
1171.85307556993 468.644639412866 18:26:47
1174.46119574898 469.785417224248 18:26:47
1174.02195450326 473.270695961064 18:26:47
1173.88543572705 470.95497003977 18:26:47
1173.93559985653 472.060186423302 18:26:47
1172.82783867363 473.213107722122 18:26:47
1170.05156412767 474.093324190721 18:26:47
1170.02356482785 474.671442294791 18:26:47
1169.7036369253 475.175652662659 18:26:47
1170.5080997693 475.439257282116 18:26:47
1169.19449668565 475.258616621343 18:26:47
1169.35717048797 475.000430250749 18:26:47
1168.47796082073 474.952640082557 18:26:47
1171.2385082919 475.818570950912 18:26:47
1172.31147640192 475.768460553483 18:26:47
1173.67806904159 474.888821459912 18:26:47
1175.79333535526 473.798200328539 18:26:47
1175.71215479738 473.710913065595 18:26:47
1175.81362397086 474.343697067814 18:26:47
1174.57656821638 474.841296525095 18:26:47
1175.00238716326 474.591960961958 18:26:47
1163.24328583819 475.587062983224 18:26:47
1083.09704015747 484.876123194285 18:26:47
1005.2841352119 490.195411368705 18:26:47
733.477567265313 501.249494546319 18:26:47
730.589491290481 501.8411717071 18:26:47
706.334065977279 503.039705419344 18:26:47
694.065930179043 503.685241530772 18:26:47
655.743732248894 504.814914718843 18:26:47
464.050267305634 511.828334088782 18:26:47
451.239849032012 512.064607027202 18:26:47
440.537921662558 512.975744834288 18:26:47
440.906632108473 508.712910488079 18:26:47
434.321932834555 508.191492124197 18:26:47
436.079166478483 506.457329959127 18:26:47
433.016505360857 505.371662361182 18:26:47
432.402808819568 505.521672326156 18:26:47
431.7740634561 507.372569078897 18:26:47
431.422913065078 507.510525398292 18:26:47
430.608117789976 507.757324079038 18:26:47
429.77247524821 507.66207179756 18:26:47
428.271200073534 504.158894885031 18:26:47
431.329131431645 500.535074918908 18:26:47
452.346551240859 498.847620178583 18:26:47
484.179020819605 500.732078371953 18:26:47
880.311009362407 503.907709793473 18:26:47
889.503011714127 503.00223224346 18:26:48
898.49582949862 502.142953947182 18:26:48
906.985065584576 501.051410005149 18:26:48
920.189208236279 500.347268430525 18:26:48
953.140398585106 500.725150596222 18:26:48
958.760758642123 496.407285988703 18:26:48
964.930700191807 492.994423081204 18:26:48
964.999953830287 496.542885301153 18:26:48
963.829903160191 498.093747314384 18:26:48
963.07792615787 496.546109068866 18:26:48
962.591505651798 496.211616249636 18:26:48
962.309456376814 498.849686187663 18:26:48
962.274682688348 502.603415070561 18:26:48
962.01378600016 503.250695093244 18:26:48
962.239533090881 507.413408356172 18:26:48
963.575162625627 508.47473161421 18:26:48
964.113680490072 508.08654500924 18:26:48
966.930109748984 508.62998078858 18:26:48
965.339712787389 509.156449775932 18:26:48
965.160507776486 510.373878316832 18:26:48
964.682039954797 510.981788636832 18:26:48
964.599926424976 511.176019475589 18:26:48
964.338349478058 510.876437192918 18:26:48
960.193871789636 509.747652952614 18:26:48
959.999921118432 510.392682000192 18:26:48
959.441350818989 510.300480183999 18:26:48
960.988820460175 512.20183454894 18:26:48
961.266203890609 512.208097146896 18:26:48
958.888442850316 511.52182909191 18:26:48
949.679910372035 514.140586337883 18:26:48
942.561678838117 514.329957443082 18:26:48
866.679498755261 515.259749497885 18:26:48
843.944320147419 515.255067712294 18:26:48
828.649905780261 515.591948264968 18:26:48
817.022852912634 516.504947087611 18:26:48
806.886989826468 517.633479928704 18:26:48
772.560738664328 520.093895151342 18:26:48
770.36147342583 520.386131651957 18:26:48
770.571448678713 520.416279379465 18:26:48
771.129321073232 518.547545334596 18:26:48
769.727454008113 518.966350385887 18:26:48
773.393054811406 519.055583670941 18:26:48
774.347199129381 519.499231553878 18:26:48
775.337301107624 520.197363515865 18:26:48
775.653577785106 520.635162163385 18:26:48
775.589549019405 522.769070917144 18:26:48
777.085744979708 525.025598437028 18:26:48
778.091475923355 526.074927144213 18:26:48
778.656566400692 526.311984020668 18:26:48
779.021844466142 526.678479365326 18:26:48
778.832294565669 527.215694770499 18:26:48
779.071537222043 526.823533361076 18:26:48
779.384928655818 526.782294143222 18:26:48
779.487586758461 527.177278031362 18:26:48
780.425064741477 527.036169037976 18:26:48
783.729492377446 526.474971747364 18:26:48
783.942280815152 525.907855677199 18:26:48
784.052169079981 526.131380265958 18:26:48
798.875154531757 526.043818152076 18:26:48
972.324597832255 522.692111990138 18:26:48
982.399366718131 522.318286583147 18:26:48
990.229224198864 522.518966133702 18:26:48
999.169027064549 522.588153964444 18:26:48
1006.09389011082 522.643727374707 18:26:48
1013.13505773677 522.382816406665 18:26:48
1012.8811404579 521.919236200044 18:26:48
1015.06033648683 521.812648321594 18:26:48
1014.89676722851 522.471392743447 18:26:48
1015.01896572073 522.342511598632 18:26:48
1006.11053225686 533.477242861298 18:26:48
1001.14758037354 539.710027213311 18:26:48
990.148278687747 554.620889156638 18:26:48
820.159327704723 790.037087650777 18:26:48
813.724162627994 799.52469372678 18:26:48
805.496789745131 809.911806229058 18:26:48
801.124258744436 815.737706417995 18:26:48
794.461523013028 824.282316904864 18:26:48
776.869909890782 848.315434693373 18:26:48
775.848120835928 850.151281182679 18:26:48
773.056147208258 853.608691719102 18:26:48
771.170430143111 853.100570597322 18:26:48
771.152741616124 850.47593613715 18:26:48
771.122946854324 850.60940502603 18:26:48
769.573436739372 850.295765949515 18:26:48
767.94461065026 849.118955390862 18:26:48
767.662672623026 848.377923601228 18:26:48
766.087061516852 845.471733885544 18:26:48
765.760606303778 845.649407319248 18:26:48
766.103722184203 847.75023311174 18:26:48
765.799802495802 848.534993694191 18:26:48
765.643358827436 849.063844010942 18:26:49
765.202481166165 848.154016835053 18:26:49
765.195664780126 848.103883560669 18:26:49
765.064645035901 848.359553011443 18:26:49
763.292604222139 850.12910259904 18:26:49
763.056793290438 850.815414962188 18:26:49
763.131024175471 850.810144817736 18:26:49
762.230818316739 851.252176296958 18:26:49
761.944859549936 851.386664023809 18:26:49
763.29219052546 851.797767868769 18:26:49
762.992420944668 852.906646697313 18:26:49
761.859648511797 853.730709591097 18:26:49
761.712327219072 853.225781324942 18:26:49
761.758736817648 850.086923817091 18:26:49
762.138142891508 848.922096279294 18:26:49
762.063720252729 848.587808155401 18:26:49
761.023778869273 848.415449747439 18:26:49
760.29960495309 848.298252885038 18:26:49
759.174881157153 848.228120348307 18:26:49
764.216664209115 847.909684321452 18:26:49
767.749391327423 848.041537111488 18:26:49
776.256215941251 847.913794520213 18:26:49
1125.69274029661 858.473405144829 18:26:49
1147.28327788694 859.725504559346 18:26:49
1153.98431553887 860.088468115058 18:26:49
1159.38357914027 860.351181200055 18:26:49
1165.77917655051 860.216890950214 18:26:49
1179.57098365518 860.161239767098 18:26:49
1185.23082735099 860.229437713463 18:26:49
1192.76060729767 862.386942467661 18:26:49
1191.72878987076 861.911189284369 18:26:49
1192.5886845591 863.256912551842 18:26:49
1192.85637266752 864.159605419275 18:26:49
1192.79060495918 864.45916307268 18:26:49
1193.04784737502 865.058968764782 18:26:49
1193.06443366469 866.295280705196 18:26:49
1193.60357273503 867.703540564322 18:26:49
1193.80926677607 867.69615652744 18:26:49
1194.82187489388 865.369655254041 18:26:49
1196.59760965923 861.530295658377 18:26:49
1199.31545837284 841.504236193415 18:26:49
1201.18435846274 831.366892558678 18:26:49
1202.3632617567 817.611779442618 18:26:49
1202.67530327389 813.844763786452 18:26:49
1202.09399874722 803.105412137761 18:26:49
1202.12459199504 799.902588891717 18:26:49
1202.84148344231 784.101778906117 18:26:49
1206.77718998598 786.35496028286 18:26:49
1204.05593081469 784.09361526419 18:26:49
1205.31216320388 785.878734848881 18:26:49
1203.51664391967 787.094421823438 18:26:49
1203.21124191898 786.784388250273 18:26:49
1202.42523311927 786.351978807027 18:26:49
1201.9835529163 785.52564961761 18:26:49
1201.51004584429 785.473457132716 18:26:49
1201.35142649861 785.699356537548 18:26:49
1200.78166805892 785.178951797152 18:26:49
1200.41150117399 785.242317111812 18:26:49
1199.60760773385 785.039561898055 18:26:49
1199.91170529822 784.998936362462 18:26:49
1200.49013392178 785.212604629505 18:26:49
1200.70691411472 785.562521046274 18:26:49
1200.39626961777 786.266221699797 18:26:49
1200.378208032 786.549631625417 18:26:49
1199.92412733274 785.985098698977 18:26:49
1199.77429127446 785.671028429707 18:26:49
1200.24967644894 785.46703633174 18:26:49
1202.05628095037 783.948415192382 18:26:49
1201.92599763502 784.234418879145 18:26:49
1200.14728412144 784.161264054601 18:26:49
1154.69124664119 778.969412708968 18:26:49
842.718229670098 748.079258998872 18:26:49
831.973916623208 747.480166985249 18:26:49
827.229730962996 747.381747346814 18:26:49
821.897016592427 747.072240908446 18:26:49
816.510976963867 746.422624521304 18:26:49
814.293292738847 745.714277948742 18:26:49
807.480614896996 744.94867471875 18:26:49
802.291232839101 744.859936494715 18:26:49
801.133261662675 743.297171619638 18:26:49
800.766451284062 742.682343729024 18:26:49
800.184763588086 744.491060421092 18:26:49
800.349987907474 744.46605277665 18:26:49
801.900120147665 743.775727690992 18:26:49
800.400293042179 741.576145292339 18:26:49
799.893449626779 728.295445878163 18:26:49
799.438274638724 692.775153070343 18:26:49
796.317508275037 628.126516440798 18:26:49
795.993826253268 617.519585425018 18:26:49
795.863337698585 606.449752915046 18:26:49
796.107545746334 595.095805832383 18:26:50
796.305313228841 585.766149840919 18:26:50
795.986956424292 531.437804514664 18:26:50
