10/01/2020 19:32:03
166.153903005297 121.865130408707 19:32:03
165.964812931244 124.600708545842 19:32:03
166.715399731166 124.653621584399 19:32:03
166.58923498333 124.35532924045 19:32:03
167.401014433921 126.349465959473 19:32:03
167.54577748876 125.877608224506 19:32:03
167.103620158777 126.40514891617 19:32:03
166.962945605952 127.552173840776 19:32:03
167.035661284786 128.764104812817 19:32:03
169.082457171079 126.76299897497 19:32:03
169.263829932282 126.434218521841 19:32:03
168.590088697293 126.89739875766 19:32:03
168.086276109703 128.363212509297 19:32:03
147.51669139362 130.156971573239 19:32:03
46.3768041822549 217.022080499578 19:32:03
39.7348773875792 223.496143544109 19:32:03
38.7027026947261 226.342862338969 19:32:04
35.5993303541876 230.540170828156 19:32:04
26.9998262113349 243.127102926771 19:32:04
34.9302392045726 243.485786686549 19:32:04
38.2191684791237 246.612683846219 19:32:04
35.9487195443806 247.611583372688 19:32:04
35.8775880375071 247.853568471035 19:32:04
33.6858393455282 247.444036013239 19:32:04
33.9408915681541 246.549615947882 19:32:04
34.1228784503107 246.116810035119 19:32:04
35.1616435673798 242.14126276774 19:32:04
35.947464982234 240.279865498015 19:32:04
36.1073771783943 240.769193316103 19:32:04
847.974562534066 377.386133865852 19:32:04
841.657221594522 374.362443127792 19:32:04
841.267049686432 373.555574153887 19:32:04
845.00420351174 374.777184497937 19:32:04
846.910493945851 372.629582902702 19:32:04
846.42901678362 371.598831666856 19:32:04
842.412995219118 369.215209996209 19:32:04
838.270249154729 368.336474117613 19:32:04
841.956477446256 368.121638456253 19:32:04
842.327326177965 364.60741080765 19:32:04
843.399829444712 363.325748997766 19:32:04
848.433493275401 360.398517633636 19:32:04
869.660855491613 363.777750558825 19:32:04
904.060414597392 360.352417150775 19:32:04
922.15978377636 359.832144192051 19:32:04
942.031820921172 358.636864815042 19:32:04
951.056123633996 357.21269916817 19:32:04
971.375751146236 352.152132900903 19:32:04
971.945121972538 347.080255418395 19:32:04
